//<Version>ODV Spreadsheet V4.0</Version>
//<Creator>Simona@SIMONA-TOSH</Creator>
//<CreateTime>2014-05-29T01:20:43</CreateTime>
//<Software>Ocean Data View 4.5.3</Software>
//<Source>C:/MEDATLAS_LIGURE/Maps/DYOMEI1981.odv</Source>
//<SourceLastModified>2014-04-17T15:47:37</SourceLastModified>
//<DataField>GeneralField</DataField>
//<DataType>GeneralType</DataType>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	PRES [DECIBAR=10000 PASCALS]	TEMP [CELSIUS DEGREE]	PSAL [P.S.U.]
							90.0000	13.0660	38.4150
							100.0000	13.0730	38.4310
							110.0000	13.0750	38.4410
							120.0000	13.0960	38.4580
							130.0000	13.1090	38.4690
							140.0000	13.1100	38.4750
							150.0000	13.1170	38.4840
							160.0000	13.1230	38.4880
							170.0000	13.1310	38.4970
							180.0000	13.1350	38.5000
							190.0000	13.1390	38.5050
							200.0000	13.1450	38.5100
							210.0000	13.1310	38.5080
							220.0000	13.1270	38.5090
							230.0000	13.1190	38.5070
							240.0000	13.0980	38.5030
							250.0000	13.0980	38.5050
							260.0000	13.0850	38.5010
							270.0000	13.0680	38.4970
							280.0000	13.0580	38.4950
							290.0000	13.0470	38.4930
							300.0000	13.0280	38.4900
							310.0000	13.0340	38.4920
							320.0000	13.0470	38.4960
							330.0000	13.0560	38.5000
							340.0000	13.0640	38.5020
							350.0000	13.0500	38.4980
							360.0000	13.0530	38.4990
							370.0000	13.0280	38.4880
							380.0000	13.0170	38.4910
							390.0000	13.0200	38.4890
							400.0000	13.0130	38.4880
							410.0000	12.9930	38.4820
							420.0000	12.9920	38.4810
							430.0000	12.9800	38.4780
							440.0000	12.9750	38.4780
							450.0000	12.9730	38.4780
							460.0000	12.9670	38.4760
							470.0000	12.9650	38.4760
							480.0000	12.9570	38.4730
							490.0000	12.9540	38.4720
							500.0000	12.9540	38.4710
							510.0000	12.9500	38.4710
							520.0000	12.9480	38.4700
							530.0000	12.9470	38.4700
							540.0000	12.9470	38.4690
							550.0000	12.9500	38.4700
							560.0000	12.9460	38.4700
							570.0000	12.9450	38.4690
							580.0000	12.9400	38.4670
							590.0000	12.9370	38.4670
							600.0000	12.9340	38.4660
							610.0000	12.9320	38.4650
							620.0000	12.9330	38.4650
							630.0000	12.9300	38.4640
							640.0000	12.9260	38.4640
							650.0000	12.9250	38.4630
							660.0000	12.9240	38.4630
							670.0000	12.9240	38.4620
							680.0000	12.9240	38.4630
							690.0000	12.9260	38.4630
							700.0000	12.9220	38.4620
							710.0000	12.9240	38.4620
							720.0000	12.9220	38.4600
							730.0000	12.9210	38.4600
							740.0000	12.9200	38.4610
							750.0000	12.9190	38.4590
							760.0000	12.9210	38.4610
							770.0000	12.9280	38.4630
							780.0000	12.9320	38.4630
							790.0000	12.9310	38.4620
							800.0000	12.9250	38.4610
							810.0000	12.9210	38.4590
							820.0000	12.9220	38.4590
							830.0000	12.9250	38.4610
							840.0000	12.9290	38.4620
							850.0000	12.9300	38.4620
							860.0000	12.9340	38.4620
							870.0000	12.9470	38.4660
							880.0000	12.9520	38.4670
							890.0000	12.9530	38.4670
							900.0000	12.9540	38.4670
							910.0000	12.9540	38.4680
							920.0000	12.9510	38.4660
							930.0000	12.9460	38.4630
							940.0000	12.9440	38.4660
							950.0000	12.9530	38.4660
							960.0000	12.9580	38.4670
							970.0000	12.9600	38.4670
							980.0000	12.9590	38.4670
							990.0000	12.9550	38.4660
							1000.0000	12.9630	38.4690
							1010.0000	12.9600	38.4650
							1020.0000	12.9580	38.4650
							1030.0000	12.9560	38.4650
							1040.0000	12.9570	38.4640
							1050.0000	12.9550	38.4630
							1060.0000	12.9580	38.4620
							1070.0000	12.9600	38.4640
							1080.0000	12.9710	38.4670
							1090.0000	12.9980	38.4750
							1100.0000	12.9970	38.4740
							1110.0000	12.9990	38.4760
							1120.0000	12.9940	38.4720
							1130.0000	12.9890	38.4720
							1140.0000	12.9810	38.4690
							1150.0000	12.9930	38.4730
							1160.0000	13.0070	38.4770
							1170.0000	13.0100	38.4780
							1180.0000	13.0150	38.4780
							1190.0000	13.0070	38.4740
DYOME I	01140	C	1981-07-12	8.79200	43.15800	0	0.0000	22.0450	38.4540
							10.0000	19.2380	38.3820
							20.0000	17.4950	38.2710
							30.0000	14.5490	38.2130
							40.0000	13.9410	38.2500
							50.0000	13.5970	38.2840
							60.0000	13.2350	38.2890
							70.0000	13.0980	38.3100
							80.0000	13.0220	38.3340
							90.0000	13.0010	38.3590
							100.0000	13.0250	38.3950
							110.0000	13.0600	38.4190
							120.0000	13.0890	38.4350
							130.0000	13.1210	38.4530
							140.0000	13.1300	38.4590
							150.0000	13.1550	38.4770
							160.0000	13.1930	38.5000
							170.0000	13.2230	38.5090
							180.0000	13.2190	38.5130
							190.0000	13.2280	38.5180
							200.0000	13.2390	38.5250
							210.0000	13.2820	38.5430
							220.0000	13.3870	38.5830
							230.0000	13.4140	38.5870
							240.0000	13.4240	38.5890
							250.0000	13.4230	38.5880
							260.0000	13.4120	38.5850
							270.0000	13.3940	38.5780
							280.0000	13.3740	38.5760
							290.0000	13.3500	38.5700
							300.0000	13.3460	38.5720
							310.0000	13.3400	38.5680
							320.0000	13.3210	38.5650
							330.0000	13.2860	38.5520
							340.0000	13.2460	38.5450
							350.0000	13.2240	38.5380
							360.0000	13.2080	38.5350
							370.0000	13.1910	38.5310
							380.0000	13.1680	38.5220
							390.0000	13.1400	38.5150
							400.0000	13.1270	38.5130
							410.0000	13.1220	38.5120
							420.0000	13.1170	38.5110
							430.0000	13.1130	38.5090
							440.0000	13.1040	38.5070
							450.0000	13.0870	38.5010
							460.0000	13.0640	38.4960
							470.0000	13.0520	38.4940
							480.0000	13.0340	38.4870
							490.0000	13.0250	38.4860
							500.0000	13.0170	38.4830
							510.0000	13.0150	38.4840
							520.0000	13.0140	38.4830
							530.0000	13.0120	38.4830
							540.0000	13.0090	38.4820
							550.0000	13.0080	38.4810
							560.0000	13.0070	38.4800
							570.0000	13.0060	38.4820
							580.0000	13.0060	38.4810
							590.0000	13.0060	38.4800
							600.0000	12.9890	38.4750
							610.0000	12.9830	38.4750
							620.0000	12.9870	38.4750
							630.0000	12.9830	38.4740
							640.0000	12.9730	38.4710
							650.0000	12.9650	38.4700
							660.0000	12.9650	38.4680
							670.0000	12.9630	38.4680
							680.0000	12.9590	38.4670
							690.0000	12.9570	38.4660
							700.0000	12.9550	38.4650
							710.0000	12.9550	38.4640
							720.0000	12.9540	38.4650
							730.0000	12.9530	38.4650
							740.0000	12.9530	38.4640
							750.0000	12.9510	38.4650
							760.0000	12.9500	38.4640
							770.0000	12.9500	38.4630
							780.0000	12.9500	38.4640
							790.0000	12.9550	38.4650
							800.0000	12.9590	38.4650
							810.0000	12.9600	38.4660
							820.0000	12.9610	38.4660
							830.0000	12.9620	38.4670
							840.0000	12.9650	38.4670
							850.0000	12.9670	38.4680
							860.0000	12.9680	38.4680
							870.0000	12.9670	38.4670
							880.0000	12.9680	38.4680
							890.0000	12.9710	38.4690
							900.0000	12.9730	38.4680
							910.0000	12.9740	38.4690
							920.0000	12.9770	38.4690
							930.0000	12.9780	38.4700
							940.0000	12.9810	38.4710
							950.0000	12.9820	38.4700
							960.0000	12.9840	38.4710
							970.0000	12.9860	38.4720
							980.0000	12.9880	38.4720
							990.0000	12.9910	38.4720
							1000.0000	12.9940	38.4730
							1010.0000	12.9960	38.4730
							1020.0000	12.9990	38.4740
							1030.0000	13.0020	38.4740
							1040.0000	13.0030	38.4750
							1050.0000	13.0050	38.4750
							1060.0000	13.0070	38.4750
							1070.0000	13.0090	38.4760
							1080.0000	13.0110	38.4760
							1090.0000	13.0130	38.4760
							1100.0000	13.0150	38.4750
							1110.0000	13.0170	38.4760
							1120.0000	13.0180	38.4760
							1130.0000	13.0200	38.4760
							1140.0000	13.0220	38.4760
							1150.0000	13.0220	38.4770
							1160.0000	13.0230	38.4770
							1170.0000	13.0240	38.4760
							1180.0000	13.0250	38.4770
							1190.0000	13.0260	38.4760
DYOME I	01150	C	1981-07-12	8.95000	43.27500	0	0.0000	22.3020	38.3350
							10.0000	19.5050	38.2440
							20.0000	16.7730	38.1060
							30.0000	14.7430	38.1670
							40.0000	14.1510	38.2620
							50.0000	13.7610	38.2810
							60.0000	13.4950	38.3090
							70.0000	13.2590	38.3180
							80.0000	13.1850	38.3520
							90.0000	13.1540	38.3740
							100.0000	13.1170	38.4080
							110.0000	13.1400	38.4440
							120.0000	13.1340	38.4610
							130.0000	13.1320	38.4680
							140.0000	13.1150	38.4730
							150.0000	13.1090	38.4970
							160.0000	13.0880	38.4820
							170.0000	13.0660	38.4780
							180.0000	13.0600	38.4820
							190.0000	13.0620	38.4860
							200.0000	13.0560	38.4830
							210.0000	13.0540	38.4910
							220.0000	13.0420	38.4860
							230.0000	13.0370	38.4840
							240.0000	13.0340	38.4840
							250.0000	13.0410	38.4870
							260.0000	13.0370	38.4870
							270.0000	13.0490	38.4890
							280.0000	13.0440	38.4900
							290.0000	13.0500	38.4910
							300.0000	13.0400	38.4860
							310.0000	13.0210	38.4840
							320.0000	13.0180	38.4850
							330.0000	13.0170	38.4840
							340.0000	13.0130	38.4810
							350.0000	13.0090	38.4810
							360.0000	13.0050	38.4790
							370.0000	12.9950	38.4780
							380.0000	12.9860	38.4760
							390.0000	12.9830	38.4750
							400.0000	12.9810	38.4740
							410.0000	12.9780	38.4740
							420.0000	12.9750	38.4730
							430.0000	12.9710	38.4720
							440.0000	12.9680	38.4700
							450.0000	12.9650	38.4700
							460.0000	12.9640	38.4700
							470.0000	12.9630	38.4700
							480.0000	12.9630	38.4690
							490.0000	12.9610	38.4690
							500.0000	12.9580	38.4680
							510.0000	12.9580	38.4670
							520.0000	12.9590	38.4680
							530.0000	12.9610	38.4690
							540.0000	12.9620	38.4670
							550.0000	12.9540	38.4650
							560.0000	12.9440	38.4640
							570.0000	12.9440	38.4640
							580.0000	12.9430	38.4650
							590.0000	12.9440	38.4640
							600.0000	12.9450	38.4640
							610.0000	12.9440	38.4640
							620.0000	12.9450	38.4650
							630.0000	12.9470	38.4640
							640.0000	12.9470	38.4640
							650.0000	12.9470	38.4640
							660.0000	12.9450	38.4650
							670.0000	12.9440	38.4640
							680.0000	12.9430	38.4630
							690.0000	12.9440	38.4640
							700.0000	12.9470	38.4640
							710.0000	12.9480	38.4640
							720.0000	12.9480	38.4640
							730.0000	12.9510	38.4640
							740.0000	12.9530	38.4650
							750.0000	12.9550	38.4650
							760.0000	12.9570	38.4660
							770.0000	12.9590	38.4670
							780.0000	12.9610	38.4670
							790.0000	12.9620	38.4670
							800.0000	12.9640	38.4660
							810.0000	12.9650	38.4670
							820.0000	12.9650	38.4680
							830.0000	12.9670	38.4660
							840.0000	12.9640	38.4660
							850.0000	12.9650	38.4660
							860.0000	12.9680	38.4660
							870.0000	12.9710	38.4680
							880.0000	12.9730	38.4680
							890.0000	12.9740	38.4690
							900.0000	12.9780	38.4680
							910.0000	12.9810	38.4700
							920.0000	12.9840	38.4700
							930.0000	12.9860	38.4700
							940.0000	12.9890	38.4720
							950.0000	12.9950	38.4730
							960.0000	12.9970	38.4740
							970.0000	12.9990	38.4730
							980.0000	13.0000	38.4740
							990.0000	13.0000	38.4730
							1000.0000	13.0010	38.4720
							1010.0000	13.0000	38.4730
							1020.0000	13.0000	38.4720
							1030.0000	13.0010	38.4720
							1040.0000	13.0020	38.4710
							1050.0000	13.0030	38.4710
							1060.0000	13.0040	38.4720
							1070.0000	13.0040	38.4720
							1080.0000	13.0050	38.4710
							1090.0000	13.0050	38.4710
							1100.0000	13.0070	38.4710
							1110.0000	13.0090	38.4720
							1120.0000	13.0090	38.4720
							1130.0000	13.0100	38.4720
							1140.0000	13.0100	38.4720
							1150.0000	13.0110	38.4720
							1160.0000	13.0120	38.4720
							1170.0000	13.0140	38.4720
							1180.0000	13.0140	38.4730
							1190.0000	13.0160	38.4720
DYOME I	01160	C	1981-07-12	9.11700	43.15800	0	0.0000	22.6200	38.2290
							10.0000	20.6570	38.1410
							20.0000	19.4400	38.1140
							30.0000	16.7600	38.0390
							40.0000	14.6220	38.0630
							50.0000	14.1660	38.1910
							60.0000	13.7590	38.2380
							70.0000	13.5340	38.2670
							80.0000	13.3520	38.2740
							90.0000	13.2390	38.2990
							100.0000	13.1400	38.3070
							110.0000	13.0780	38.3360
							120.0000	13.0930	38.3600
							130.0000	13.1290	38.3870
							140.0000	13.1010	38.3970
							150.0000	13.1080	38.4100
							160.0000	13.1100	38.4180
							170.0000	13.1200	38.4260
							180.0000	13.1400	38.4390
							190.0000	13.1560	38.4530
							200.0000	13.1680	38.4640
							210.0000	13.1810	38.4750
							220.0000	13.1820	38.4770
							230.0000	13.1960	38.4850
							240.0000	13.1970	38.4930
							250.0000	13.1940	38.4940
							260.0000	13.1640	38.4840
							270.0000	13.1150	38.4750
							280.0000	13.1180	38.4810
							290.0000	13.0980	38.4750
							300.0000	13.0890	38.4730
							310.0000	13.0830	38.4720
							320.0000	13.0740	38.4710
							330.0000	13.0610	38.4670
							340.0000	13.0430	38.4610
							350.0000	13.0260	38.4580
							360.0000	13.0290	38.4590
							370.0000	13.0340	38.4610
							380.0000	13.0500	38.4660
							390.0000	13.0490	38.4660
							400.0000	13.0650	38.4720
							410.0000	13.0850	38.4800
							420.0000	13.1130	38.4890
							430.0000	13.1380	38.4970
							440.0000	13.1540	38.5030
							450.0000	13.1520	38.5020
							460.0000	13.1580	38.5050
							470.0000	13.1660	38.5080
							480.0000	13.1850	38.5140
							490.0000	13.1790	38.5130
							500.0000	13.1810	38.5160
							510.0000	13.1790	38.5150
							520.0000	13.1720	38.5140
							530.0000	13.1630	38.5120
							540.0000	13.1580	38.5100
							550.0000	13.1650	38.5130
							560.0000	13.1710	38.5150
							570.0000	13.1650	38.5130
							580.0000	13.1480	38.5090
							590.0000	13.1420	38.5080
							600.0000	13.1320	38.5050
							610.0000	13.1230	38.5030
							620.0000	13.1180	38.5020
							630.0000	13.1060	38.5000
							640.0000	13.0990	38.4990
							650.0000	13.0960	38.4980
							660.0000	13.0920	38.4980
							670.0000	13.0810	38.4950
							680.0000	13.0750	38.4940
							690.0000	13.0710	38.4920
							700.0000	13.0590	38.4890
							710.0000	13.0560	38.4890
							720.0000	13.0550	38.4880
							730.0000	13.0490	38.4880
							740.0000	13.0500	38.4870
							750.0000	13.0440	38.4850
							760.0000	13.0380	38.4850
							770.0000	13.0390	38.4840
							780.0000	13.0380	38.4850
							790.0000	13.0380	38.4840
							800.0000	13.0340	38.4830
							810.0000	13.0320	38.4820
							820.0000	13.0340	38.4820
							830.0000	13.0340	38.4820
							840.0000	13.0340	38.4810
							850.0000	13.0350	38.4820
							860.0000	13.0350	38.4810
							870.0000	13.0360	38.4810
							880.0000	13.0360	38.4800
							890.0000	13.0330	38.4810
							900.0000	13.0350	38.4800
							910.0000	13.0350	38.4800
							920.0000	13.0350	38.4790
							930.0000	13.0350	38.4790
							940.0000	13.0330	38.4790
							950.0000	13.0330	38.4790
							960.0000	13.0290	38.4780
							970.0000	13.0290	38.4770
							980.0000	13.0290	38.4780
							990.0000	13.0300	38.4770
							1000.0000	13.0310	38.4770
							1010.0000	13.0280	38.4760
							1020.0000	13.0230	38.4750
							1030.0000	13.0230	38.4740
							1040.0000	13.0240	38.4750
							1050.0000	13.0230	38.4730
							1060.0000	13.0220	38.4730
							1070.0000	13.0220	38.4730
							1080.0000	13.0230	38.4730
							1090.0000	13.0240	38.4740
							1100.0000	13.0250	38.4730
							1110.0000	13.0270	38.4720
							1120.0000	13.0250	38.4720
							1130.0000	13.0240	38.4720
							1140.0000	13.0250	38.4720
							1150.0000	13.0270	38.4720
							1160.0000	13.0280	38.4730
							1170.0000	13.0300	38.4730
							1180.0000	13.0300	38.4730
							1190.0000	13.0320	38.4720
							1200.0000	13.0330	38.4740
DYOME I	01170	C	1981-07-12	8.95000	43.04200	0	0.0000	22.7990	38.2390
							10.0000	21.2260	38.1870
							20.0000	18.7030	38.1400
							30.0000	15.6810	38.1210
							40.0000	14.4960	38.1600
							50.0000	13.7160	38.2090
							60.0000	13.4840	38.2570
							70.0000	13.3270	38.2770
							80.0000	13.1510	38.2660
							90.0000	13.0560	38.2860
							100.0000	13.0620	38.3120
							110.0000	13.1020	38.3400
							120.0000	13.1160	38.3560
							130.0000	13.1120	38.3680
							140.0000	13.1060	38.3800
							150.0000	13.1040	38.3940
							160.0000	13.1160	38.4060
							170.0000	13.1350	38.4310
							180.0000	13.1850	38.4530
							190.0000	13.2260	38.4730
							200.0000	13.2620	38.4870
							210.0000	13.2690	38.4950
							220.0000	13.3010	38.5130
							230.0000	13.3170	38.5190
							240.0000	13.2820	38.5080
							250.0000	13.2730	38.5210
							260.0000	13.2960	38.5230
							270.0000	13.2930	38.5410
							280.0000	13.3710	38.5600
							290.0000	13.3800	38.5610
							300.0000	13.3370	38.5470
							310.0000	13.2700	38.5290
							320.0000	13.2360	38.5250
							330.0000	13.2370	38.5280
							340.0000	13.2320	38.5280
							350.0000	13.2320	38.5290
							360.0000	13.2360	38.5330
							370.0000	13.2180	38.5270
							380.0000	13.2240	38.5310
							390.0000	13.2090	38.5230
							400.0000	13.1620	38.5090
							410.0000	13.1510	38.5120
							420.0000	13.1650	38.5150
							430.0000	13.2070	38.5310
							440.0000	13.2050	38.5270
							450.0000	13.1740	38.5160
							460.0000	13.1590	38.5150
							470.0000	13.1600	38.5160
							480.0000	13.1590	38.5160
							490.0000	13.1560	38.5150
							500.0000	13.1510	38.5140
							510.0000	13.1410	38.5110
							520.0000	13.1320	38.5080
							530.0000	13.1250	38.5070
							540.0000	13.1180	38.5060
							550.0000	13.1150	38.5050
							560.0000	13.1110	38.5040
							570.0000	13.1020	38.5020
							580.0000	13.1000	38.5020
							590.0000	13.1000	38.5030
							600.0000	13.0940	38.5000
							610.0000	13.0890	38.5000
							620.0000	13.0900	38.5010
							630.0000	13.0890	38.5000
							640.0000	13.0860	38.4990
							650.0000	13.0830	38.5000
							660.0000	13.0790	38.4970
							670.0000	13.0730	38.4960
							680.0000	13.0700	38.4970
							690.0000	13.0650	38.4940
							700.0000	13.0600	38.4930
							710.0000	13.0550	38.4920
							720.0000	13.0500	38.4900
							730.0000	13.0450	38.4880
							740.0000	13.0410	38.4880
							750.0000	13.0370	38.4870
							760.0000	13.0310	38.4850
							770.0000	13.0230	38.4830
							780.0000	13.0210	38.4820
							790.0000	13.0210	38.4820
							800.0000	13.0200	38.4820
							810.0000	13.0200	38.4800
							820.0000	13.0160	38.4790
							830.0000	13.0150	38.4790
							840.0000	13.0120	38.4790
							850.0000	13.0110	38.4780
							860.0000	13.0130	38.4770
							870.0000	13.0130	38.4780
							880.0000	13.0130	38.4770
							890.0000	13.0080	38.4760
							900.0000	13.0010	38.4750
							910.0000	13.0000	38.4730
							920.0000	13.0010	38.4730
							930.0000	12.9990	38.4730
							940.0000	12.9950	38.4720
							950.0000	12.9860	38.4710
							960.0000	12.9870	38.4690
							970.0000	12.9820	38.4680
							980.0000	12.9790	38.4670
							990.0000	12.9780	38.4660
							1000.0000	12.9780	38.4670
							1010.0000	12.9790	38.4660
							1020.0000	12.9790	38.4660
							1030.0000	12.9810	38.4670
							1040.0000	12.9810	38.4660
							1050.0000	12.9800	38.4660
							1060.0000	12.9820	38.4660
							1070.0000	12.9890	38.4690
							1080.0000	12.9910	38.4700
							1090.0000	12.9950	38.4690
							1100.0000	12.9970	38.4700
							1110.0000	12.9980	38.4700
							1120.0000	12.9980	38.4710
							1130.0000	12.9980	38.4700
							1140.0000	13.0000	38.4690
							1150.0000	13.0000	38.4700
							1160.0000	13.0020	38.4710
							1170.0000	13.0020	38.4710
							1180.0000	13.0040	38.4720
DYOME I	01180	C	1981-07-12	8.79200	42.92500	0	0.0000	22.8200	38.1380
							10.0000	19.9500	38.3120
							20.0000	18.5790	38.3480
							30.0000	16.8170	38.2570
							40.0000	14.6940	38.2020
							50.0000	13.8780	38.2370
							60.0000	13.5600	38.2730
							70.0000	13.3430	38.2800
							80.0000	13.2200	38.2980
							90.0000	13.1190	38.3200
							100.0000	13.0720	38.3410
							110.0000	13.0360	38.3630
							120.0000	13.0160	38.3760
							130.0000	13.0160	38.3900
							140.0000	13.0460	38.4120
							150.0000	13.1000	38.4360
							160.0000	13.1500	38.4610
							170.0000	13.1790	38.4740
							180.0000	13.1870	38.4800
							190.0000	13.1980	38.4890
							200.0000	13.2120	38.4980
							210.0000	13.2110	38.5000
							220.0000	13.1860	38.4960
							230.0000	13.2080	38.5090
							240.0000	13.2320	38.5180
							250.0000	13.1930	38.5110
							260.0000	13.1790	38.5090
							270.0000	13.1700	38.5050
							280.0000	13.1460	38.5010
							290.0000	13.1800	38.5160
							300.0000	13.2100	38.5260
							310.0000	13.2450	38.5380
							320.0000	13.3030	38.5570
							330.0000	13.3080	38.5590
							340.0000	13.3000	38.5570
							350.0000	13.2730	38.5500
							360.0000	13.2550	38.5450
							370.0000	13.2380	38.5390
							380.0000	13.2040	38.5310
							390.0000	13.1720	38.5210
							400.0000	13.1070	38.5040
							410.0000	13.0780	38.4950
							420.0000	13.0550	38.4910
							430.0000	13.0460	38.4880
							440.0000	13.0350	38.4860
							450.0000	13.0270	38.4820
							460.0000	13.0190	38.4810
							470.0000	13.0110	38.4790
							480.0000	13.0080	38.4780
							490.0000	13.0080	38.4790
							500.0000	13.0090	38.4780
							510.0000	13.0030	38.4770
							520.0000	13.0000	38.4770
							530.0000	13.0050	38.4780
							540.0000	13.0030	38.4780
							550.0000	13.0030	38.4790
							560.0000	13.0060	38.4790
							570.0000	13.0000	38.4770
							580.0000	12.9930	38.4760
							590.0000	12.9810	38.4720
							600.0000	12.9740	38.4710
							610.0000	12.9710	38.4700
							620.0000	12.9680	38.4690
							630.0000	12.9650	38.4670
							640.0000	12.9610	38.4650
							650.0000	12.9580	38.4660
							660.0000	12.9560	38.4650
							670.0000	12.9540	38.4640
							680.0000	12.9520	38.4640
							690.0000	12.9520	38.4630
							700.0000	12.9510	38.4630
							710.0000	12.9490	38.4620
							720.0000	12.9490	38.4620
							730.0000	12.9500	38.4620
							740.0000	12.9500	38.4620
							750.0000	12.9450	38.4610
							760.0000	12.9460	38.4610
							770.0000	12.9490	38.4630
							780.0000	12.9480	38.4600
							790.0000	12.9460	38.4600
							800.0000	12.9440	38.4600
							810.0000	12.9380	38.4580
							820.0000	12.9380	38.4570
							830.0000	12.9380	38.4570
							840.0000	12.9390	38.4580
							850.0000	12.9410	38.4580
							860.0000	12.9390	38.4580
							870.0000	12.9350	38.4560
							880.0000	12.9360	38.4550
							890.0000	12.9360	38.4550
							900.0000	12.9380	38.4560
							910.0000	12.9410	38.4570
							920.0000	12.9430	38.4570
							930.0000	12.9430	38.4570
							940.0000	12.9460	38.4580
							950.0000	12.9530	38.4600
							960.0000	12.9560	38.4600
							970.0000	12.9570	38.4600
							980.0000	12.9570	38.4610
							990.0000	12.9590	38.4600
							1000.0000	12.9610	38.4600
							1010.0000	12.9640	38.4610
							1020.0000	12.9660	38.4620
							1030.0000	12.9690	38.4630
							1040.0000	12.9750	38.4640
							1050.0000	12.9820	38.4660
							1060.0000	12.9840	38.4670
							1070.0000	12.9830	38.4640
							1080.0000	12.9800	38.4640
							1090.0000	12.9810	38.4650
							1100.0000	12.9810	38.4650
							1110.0000	12.9790	38.4630
							1120.0000	12.9720	38.4610
							1130.0000	12.9770	38.4630
							1140.0000	12.9840	38.4650
							1150.0000	12.9930	38.4670
							1160.0000	12.9970	38.4680
							1170.0000	12.9880	38.4640
							1180.0000	12.9850	38.4640
DYOME I	01190	C	1981-07-12	8.63300	42.80800	0	0.0000	22.3150	38.3450
							10.0000	20.4280	38.1560
							20.0000	18.5990	38.2400
							30.0000	16.7630	38.0870
							40.0000	14.8270	38.1080
							50.0000	14.0510	38.2020
							60.0000	13.6680	38.2540
							70.0000	13.3410	38.2540
							80.0000	13.1770	38.2960
							90.0000	13.0940	38.3180
							100.0000	13.0410	38.3310
							110.0000	13.0400	38.3550
							120.0000	13.0350	38.3690
							130.0000	13.0540	38.3910
							140.0000	13.0910	38.4160
							150.0000	13.1080	38.4300
							160.0000	13.1000	38.4370
							170.0000	13.1090	38.4470
							180.0000	13.1120	38.4550
							190.0000	13.1250	38.4650
							200.0000	13.1320	38.4710
							210.0000	13.1330	38.4740
							220.0000	13.1170	38.4740
							230.0000	13.1300	38.4840
							240.0000	13.1470	38.4910
							250.0000	13.1500	38.4940
							260.0000	13.1540	38.4970
							270.0000	13.1520	38.4980
							280.0000	13.1750	38.5100
							290.0000	13.1940	38.5160
							300.0000	13.2010	38.5180
							310.0000	13.1990	38.5180
							320.0000	13.1960	38.5180
							330.0000	13.1900	38.5190
							340.0000	13.1870	38.5180
							350.0000	13.1840	38.5180
							360.0000	13.1830	38.5190
							370.0000	13.1670	38.5160
							380.0000	13.1630	38.5150
							390.0000	13.1530	38.5130
							400.0000	13.1410	38.5090
							410.0000	13.1370	38.5110
							420.0000	13.1370	38.5120
							430.0000	13.1290	38.5100
							440.0000	13.1200	38.5070
							450.0000	13.1210	38.5090
							460.0000	13.1330	38.5110
							470.0000	13.1280	38.5100
							480.0000	13.1170	38.5060
							490.0000	13.1040	38.5030
							500.0000	13.0980	38.5010
							510.0000	13.0780	38.4940
							520.0000	13.0610	38.4900
							530.0000	13.0590	38.4900
							540.0000	13.0560	38.4890
							550.0000	13.0530	38.4880
							560.0000	13.0520	38.4880
							570.0000	13.0460	38.4860
							580.0000	13.0450	38.4860
							590.0000	13.0480	38.4870
							600.0000	13.0390	38.4840
							610.0000	13.0280	38.4820
							620.0000	13.0320	38.4830
							630.0000	13.0360	38.4850
							640.0000	13.0400	38.4860
							650.0000	13.0410	38.4860
							660.0000	13.0420	38.4860
							670.0000	13.0400	38.4860
							680.0000	13.0340	38.4830
							690.0000	13.0280	38.4820
							700.0000	13.0220	38.4790
							710.0000	13.0170	38.4790
							720.0000	13.0080	38.4760
							730.0000	13.0010	38.4730
							740.0000	12.9990	38.4720
							750.0000	12.9990	38.4720
							760.0000	13.0000	38.4730
							770.0000	12.9980	38.4710
							780.0000	12.9930	38.4710
							790.0000	12.9890	38.4690
							800.0000	12.9840	38.4670
							810.0000	12.9810	38.4660
							820.0000	12.9790	38.4660
							830.0000	12.9740	38.4640
							840.0000	12.9720	38.4630
							850.0000	12.9710	38.4630
							860.0000	12.9730	38.4630
							870.0000	12.9750	38.4640
							880.0000	12.9730	38.4630
							890.0000	12.9710	38.4630
							900.0000	12.9700	38.4620
							910.0000	12.9700	38.4620
							920.0000	12.9690	38.4620
							930.0000	12.9670	38.4610
							940.0000	12.9680	38.4600
							950.0000	12.9680	38.4610
							960.0000	12.9680	38.4600
							970.0000	12.9670	38.4590
							980.0000	12.9660	38.4590
							990.0000	12.9660	38.4590
							1000.0000	12.9640	38.4580
							1010.0000	12.9630	38.4570
							1020.0000	12.9630	38.4570
							1030.0000	12.9620	38.4560
							1040.0000	12.9620	38.4560
							1050.0000	12.9600	38.4560
							1060.0000	12.9610	38.4540
							1070.0000	12.9600	38.4550
							1080.0000	12.9610	38.4550
							1090.0000	12.9610	38.4560
							1100.0000	12.9610	38.4550
							1110.0000	12.9630	38.4560
							1120.0000	12.9660	38.4560
							1130.0000	12.9670	38.4570
							1140.0000	12.9690	38.4570
							1150.0000	12.9700	38.4570
							1160.0000	12.9680	38.4560
							1170.0000	12.9670	38.4560
							1180.0000	12.9670	38.4560
DYOME I	01200	C	1981-07-13	8.47500	42.69200	0	0.0000	22.5200	38.2900
							10.0000	20.1700	38.3070
							20.0000	18.3340	38.3120
							30.0000	16.0390	38.1570
