//<Version>ODV Spreadsheet V4.0</Version>
//<Creator>Simona@SIMONA-TOSH</Creator>
//<CreateTime>2014-05-29T01:20:43</CreateTime>
//<Software>Ocean Data View 4.5.3</Software>
//<Source>C:/MEDATLAS_LIGURE/Maps/DYOMEI1981.odv</Source>
//<SourceLastModified>2014-04-17T15:47:37</SourceLastModified>
//<DataField>GeneralField</DataField>
//<DataType>GeneralType</DataType>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	PRES [DECIBAR=10000 PASCALS]	TEMP [CELSIUS DEGREE]	PSAL [P.S.U.]
							550.0000	12.9330	38.4620
							560.0000	12.9340	38.4620
							570.0000	12.9340	38.4610
							580.0000	12.9330	38.4610
							590.0000	12.9340	38.4610
							600.0000	12.9330	38.4610
							610.0000	12.9320	38.4610
							620.0000	12.9350	38.4610
							630.0000	12.9370	38.4630
							640.0000	12.9380	38.4630
							650.0000	12.9400	38.4640
							660.0000	12.9440	38.4640
							670.0000	12.9460	38.4650
							680.0000	12.9460	38.4650
							690.0000	12.9490	38.4650
							700.0000	12.9520	38.4650
							710.0000	12.9480	38.4650
							720.0000	12.9520	38.4650
							730.0000	12.9500	38.4650
							740.0000	12.9560	38.4680
							750.0000	12.9580	38.4660
							760.0000	12.9640	38.4680
							770.0000	12.9480	38.4620
							780.0000	12.9560	38.4670
							790.0000	12.9600	38.4680
							800.0000	12.9750	38.4740
							810.0000	12.9790	38.4720
							820.0000	12.9760	38.4720
							830.0000	12.9690	38.4690
							840.0000	12.9680	38.4680
							850.0000	12.9690	38.4690
							860.0000	12.9700	38.4700
							870.0000	12.9720	38.4690
							880.0000	12.9710	38.4690
							890.0000	12.9740	38.4690
							900.0000	12.9770	38.4690
							910.0000	12.9800	38.4710
							920.0000	12.9860	38.4730
							930.0000	12.9910	38.4720
							940.0000	12.9850	38.4700
							950.0000	12.9850	38.4710
							960.0000	12.9870	38.4700
							970.0000	12.9890	38.4710
							980.0000	12.9900	38.4710
							990.0000	12.9870	38.4710
							1000.0000	12.9890	38.4710
							1010.0000	12.9880	38.4700
							1020.0000	12.9870	38.4700
							1030.0000	12.9880	38.4700
							1040.0000	12.9890	38.4690
							1050.0000	12.9910	38.4700
							1060.0000	12.9920	38.4700
							1070.0000	12.9930	38.4690
							1080.0000	12.9940	38.4680
							1090.0000	12.9950	38.4700
							1100.0000	12.9980	38.4700
							1110.0000	13.0000	38.4720
							1120.0000	13.0050	38.4730
							1130.0000	13.0080	38.4730
							1140.0000	13.0100	38.4730
							1150.0000	13.0110	38.4720
							1160.0000	13.0090	38.4730
							1170.0000	13.0100	38.4720
							1180.0000	13.0100	38.4710
							1190.0000	13.0100	38.4710
							1200.0000	13.0090	38.4730
DYOME I	01280	C	1981-07-13	8.47500	42.92500	0	0.0000	22.6140	38.6060
							10.0000	20.1440	38.4310
							20.0000	16.5850	38.3230
							30.0000	13.9650	38.2980
							40.0000	13.4570	38.3110
							50.0000	13.1800	38.3250
							60.0000	13.0440	38.3610
							70.0000	13.0510	38.3880
							80.0000	13.0510	38.4040
							90.0000	13.0730	38.4230
							100.0000	13.1260	38.4520
							110.0000	13.1790	38.4770
							120.0000	13.2070	38.4900
							130.0000	13.1950	38.4930
							140.0000	13.1830	38.4960
							150.0000	13.1410	38.4930
							160.0000	13.1370	38.4970
							170.0000	13.1340	38.4990
							180.0000	13.1370	38.5050
							190.0000	13.1330	38.5070
							200.0000	13.1240	38.5070
							210.0000	13.1090	38.5020
							220.0000	13.0850	38.4970
							230.0000	13.0620	38.4950
							240.0000	13.0550	38.4950
							250.0000	13.0500	38.4950
							260.0000	13.0440	38.4940
							270.0000	13.0380	38.4930
							280.0000	13.0280	38.4920
							290.0000	13.0150	38.4880
							300.0000	13.0070	38.4870
							310.0000	13.0010	38.4870
							320.0000	12.9970	38.4860
							330.0000	12.9920	38.4840
							340.0000	12.9860	38.4830
							350.0000	12.9830	38.4810
							360.0000	12.9780	38.4800
							370.0000	12.9740	38.4790
							380.0000	12.9710	38.4780
							390.0000	12.9660	38.4770
							400.0000	12.9620	38.4760
							410.0000	12.9560	38.4740
							420.0000	12.9530	38.4740
							430.0000	12.9500	38.4720
							440.0000	12.9460	38.4720
							450.0000	12.9440	38.4700
							460.0000	12.9410	38.4690
							470.0000	12.9390	38.4690
							480.0000	12.9340	38.4680
							490.0000	12.9310	38.4670
							500.0000	12.9290	38.4670
							510.0000	12.9250	38.4650
							520.0000	12.9230	38.4650
							530.0000	12.9220	38.4640
							540.0000	12.9200	38.4650
							550.0000	12.9190	38.4650
							560.0000	12.9170	38.4640
							570.0000	12.9180	38.4630
							580.0000	12.9180	38.4640
							590.0000	12.9170	38.4630
							600.0000	12.9200	38.4640
							610.0000	12.9230	38.4650
							620.0000	12.9240	38.4650
							630.0000	12.9280	38.4670
							640.0000	12.9280	38.4660
							650.0000	12.9280	38.4660
							660.0000	12.9310	38.4660
							670.0000	12.9320	38.4660
							680.0000	12.9220	38.4630
							690.0000	12.9190	38.4620
							700.0000	12.9190	38.4620
							710.0000	12.9130	38.4600
							720.0000	12.9150	38.4600
							730.0000	12.9190	38.4620
							740.0000	12.9260	38.4630
							750.0000	12.9250	38.4630
							760.0000	12.9380	38.4690
							770.0000	12.9520	38.4720
							780.0000	12.9590	38.4740
							790.0000	12.9640	38.4750
							800.0000	12.9570	38.4720
							810.0000	12.9630	38.4740
							820.0000	12.9710	38.4750
							830.0000	12.9740	38.4760
							840.0000	12.9760	38.4780
							850.0000	12.9800	38.4780
							860.0000	12.9820	38.4790
							870.0000	12.9840	38.4790
							880.0000	12.9890	38.4800
							890.0000	12.9940	38.4810
							900.0000	12.9950	38.4800
							910.0000	12.9900	38.4800
							920.0000	12.9890	38.4790
							930.0000	12.9860	38.4760
							940.0000	12.9870	38.4770
							950.0000	12.9920	38.4780
							960.0000	12.9970	38.4810
							970.0000	13.0010	38.4810
							980.0000	13.0030	38.4810
							990.0000	13.0030	38.4810
							1000.0000	13.0040	38.4810
							1010.0000	13.0050	38.4820
							1020.0000	13.0070	38.4810
							1030.0000	13.0060	38.4810
							1040.0000	13.0050	38.4800
							1050.0000	13.0070	38.4800
							1060.0000	13.0070	38.4810
							1070.0000	13.0080	38.4800
							1080.0000	13.0100	38.4800
							1090.0000	13.0120	38.4800
							1100.0000	13.0130	38.4800
							1110.0000	13.0120	38.4810
							1120.0000	13.0130	38.4800
							1130.0000	13.0160	38.4810
							1140.0000	13.0160	38.4810
							1150.0000	13.0180	38.4810
							1160.0000	13.0160	38.4790
							1170.0000	13.0150	38.4800
							1180.0000	13.0170	38.4800
DYOME I	01290	C	1981-07-13	8.30800	42.80800	0	0.0000	22.0520	38.6030
							10.0000	20.6820	38.5410
							20.0000	17.3020	38.3380
							30.0000	14.6540	38.2540
							40.0000	13.8940	38.3220
							50.0000	13.5430	38.3900
							60.0000	13.3590	38.4310
							70.0000	13.2910	38.4540
							80.0000	13.1890	38.4570
							90.0000	13.1500	38.4670
							100.0000	13.2010	38.4950
							110.0000	13.1770	38.4920
							120.0000	13.1300	38.4820
							130.0000	13.1230	38.4890
							140.0000	13.1260	38.4920
							150.0000	13.1180	38.4910
							160.0000	13.1080	38.4900
							170.0000	13.0850	38.4870
							180.0000	13.0740	38.4880
							190.0000	13.0840	38.4920
							200.0000	13.0850	38.4930
							210.0000	13.0760	38.4930
							220.0000	13.0720	38.4920
							230.0000	13.0580	38.4910
							240.0000	13.0570	38.4920
							250.0000	13.0500	38.4900
							260.0000	13.0460	38.4900
							270.0000	13.0370	38.4860
							280.0000	13.0380	38.4890
							290.0000	13.0330	38.4880
							300.0000	13.0140	38.4840
							310.0000	13.0070	38.4840
							320.0000	13.0050	38.4810
							330.0000	12.9980	38.4810
							340.0000	12.9960	38.4810
							350.0000	12.9890	38.4790
							360.0000	12.9790	38.4780
							370.0000	12.9780	38.4770
							380.0000	12.9760	38.4760
							390.0000	12.9730	38.4750
							400.0000	12.9690	38.4730
							410.0000	12.9640	38.4730
							420.0000	12.9600	38.4710
							430.0000	12.9560	38.4700
							440.0000	12.9540	38.4700
							450.0000	12.9480	38.4690
							460.0000	12.9460	38.4680
							470.0000	12.9430	38.4680
							480.0000	12.9420	38.4670
							490.0000	12.9400	38.4660
							500.0000	12.9400	38.4650
							510.0000	12.9400	38.4650
							520.0000	12.9400	38.4660
							530.0000	12.9330	38.4640
							540.0000	12.9300	38.4640
							550.0000	12.9340	38.4640
							560.0000	12.9340	38.4650
							570.0000	12.9300	38.4620
							580.0000	12.9310	38.4630
							590.0000	12.9310	38.4620
							600.0000	12.9280	38.4630
							610.0000	12.9280	38.4610
							620.0000	12.9270	38.4620
							630.0000	12.9270	38.4610
							640.0000	12.9270	38.4610
							650.0000	12.9260	38.4600
							660.0000	12.9210	38.4590
							670.0000	12.9190	38.4570
							680.0000	12.9180	38.4580
							690.0000	12.9160	38.4580
							700.0000	12.9160	38.4580
							710.0000	12.9180	38.4570
							720.0000	12.9190	38.4580
							730.0000	12.9200	38.4580
							740.0000	12.9220	38.4580
							750.0000	12.9240	38.4600
							760.0000	12.9240	38.4590
							770.0000	12.9250	38.4580
							780.0000	12.9250	38.4580
							790.0000	12.9280	38.4590
							800.0000	12.9320	38.4610
							810.0000	12.9340	38.4610
							820.0000	12.9370	38.4610
							830.0000	12.9380	38.4610
							840.0000	12.9390	38.4620
							850.0000	12.9380	38.4610
							860.0000	12.9390	38.4610
							870.0000	12.9390	38.4610
							880.0000	12.9460	38.4630
							890.0000	12.9490	38.4640
							900.0000	12.9510	38.4650
							910.0000	12.9560	38.4650
							920.0000	12.9530	38.4630
							930.0000	12.9500	38.4620
							940.0000	12.9500	38.4620
							950.0000	12.9510	38.4620
							960.0000	12.9540	38.4620
							970.0000	12.9580	38.4640
							980.0000	12.9620	38.4640
							990.0000	12.9650	38.4660
							1000.0000	12.9690	38.4660
							1010.0000	12.9680	38.4670
							1020.0000	12.9720	38.4680
							1030.0000	12.9750	38.4680
							1040.0000	12.9750	38.4670
							1050.0000	12.9750	38.4670
							1060.0000	12.9770	38.4670
							1070.0000	12.9780	38.4670
							1080.0000	12.9790	38.4670
							1090.0000	12.9850	38.4690
							1100.0000	12.9820	38.4680
							1110.0000	12.9810	38.4660
							1120.0000	12.9810	38.4670
							1130.0000	12.9800	38.4670
							1140.0000	12.9830	38.4670
							1150.0000	12.9860	38.4680
							1160.0000	12.9740	38.4630
							1170.0000	12.9740	38.4640
							1180.0000	12.9760	38.4630
							1190.0000	12.9820	38.4660
							1200.0000	12.9870	38.4670
DYOME I	01300	C	1981-07-14	8.15000	42.92500	0	0.0000	21.6360	38.4600
							10.0000	21.0170	38.5190
							20.0000	18.6570	38.6330
							30.0000	14.6090	38.4580
							40.0000	13.4830	38.3060
							50.0000	13.1900	38.2880
							60.0000	13.1110	38.2990
							70.0000	13.0620	38.3430
							80.0000	13.0570	38.3770
							90.0000	13.0640	38.4010
							100.0000	13.0550	38.4110
							110.0000	13.0610	38.4250
							120.0000	13.0850	38.4450
							130.0000	13.1010	38.4580
							140.0000	13.1140	38.4700
							150.0000	13.1120	38.4760
							160.0000	13.0900	38.4740
							170.0000	13.0880	38.4810
							180.0000	13.0910	38.4870
							190.0000	13.1130	38.4970
							200.0000	13.1570	38.5120
							210.0000	13.1480	38.5120
							220.0000	13.1330	38.5090
							230.0000	13.1220	38.5070
							240.0000	13.1190	38.5080
							250.0000	13.1020	38.5030
							260.0000	13.0850	38.5020
							270.0000	13.0640	38.4970
							280.0000	13.0490	38.4930
							290.0000	13.0460	38.4920
							300.0000	13.0410	38.4920
							310.0000	13.0410	38.4940
							320.0000	13.0360	38.4910
							330.0000	13.0280	38.4890
							340.0000	13.0150	38.4850
							350.0000	12.9990	38.4820
							360.0000	12.9920	38.4810
							370.0000	12.9850	38.4790
							380.0000	12.9710	38.4750
							390.0000	12.9680	38.4740
							400.0000	12.9620	38.4740
							410.0000	12.9630	38.4750
							420.0000	12.9650	38.4750
							430.0000	12.9650	38.4750
							440.0000	12.9590	38.4730
							450.0000	12.9620	38.4750
							460.0000	12.9620	38.4730
							470.0000	12.9550	38.4720
							480.0000	12.9490	38.4710
							490.0000	12.9470	38.4700
							500.0000	12.9440	38.4690
							510.0000	12.9470	38.4690
							520.0000	12.9480	38.4690
							530.0000	12.9450	38.4690
							540.0000	12.9440	38.4680
							550.0000	12.9410	38.4660
							560.0000	12.9380	38.4660
							570.0000	12.9340	38.4650
							580.0000	12.9310	38.4630
							590.0000	12.9260	38.4610
							600.0000	12.9250	38.4620
							610.0000	12.9240	38.4610
							620.0000	12.9240	38.4600
							630.0000	12.9230	38.4610
							640.0000	12.9200	38.4590
							650.0000	12.9170	38.4580
							660.0000	12.9130	38.4570
							670.0000	12.9110	38.4570
							680.0000	12.9100	38.4570
							690.0000	12.9070	38.4550
							700.0000	12.9050	38.4540
							710.0000	12.9060	38.4540
							720.0000	12.9050	38.4540
							730.0000	12.9060	38.4530
							740.0000	12.9070	38.4540
							750.0000	12.9100	38.4550
							760.0000	12.9110	38.4550
							770.0000	12.9100	38.4550
							780.0000	12.9110	38.4540
							790.0000	12.9140	38.4560
							800.0000	12.9180	38.4570
							810.0000	12.9200	38.4570
							820.0000	12.9280	38.4590
							830.0000	12.9300	38.4580
							840.0000	12.9250	38.4570
							850.0000	12.9280	38.4580
							860.0000	12.9300	38.4590
							870.0000	12.9340	38.4590
							880.0000	12.9360	38.4610
							890.0000	12.9400	38.4610
							900.0000	12.9450	38.4630
							910.0000	12.9560	38.4650
							920.0000	12.9560	38.4650
							930.0000	12.9550	38.4650
							940.0000	12.9590	38.4650
							950.0000	12.9640	38.4660
							960.0000	12.9660	38.4660
							970.0000	12.9630	38.4660
							980.0000	12.9640	38.4670
							990.0000	12.9660	38.4650
							1000.0000	12.9650	38.4650
							1010.0000	12.9650	38.4660
							1020.0000	12.9650	38.4640
							1030.0000	12.9800	38.4700
							1040.0000	12.9850	38.4710
							1050.0000	12.9770	38.4670
							1060.0000	12.9740	38.4670
							1070.0000	12.9730	38.4650
							1080.0000	12.9720	38.4640
							1090.0000	12.9700	38.4640
							1100.0000	12.9700	38.4640
							1110.0000	12.9740	38.4650
							1120.0000	12.9780	38.4660
							1130.0000	12.9860	38.4690
							1140.0000	12.9870	38.4690
							1150.0000	12.9870	38.4680
							1160.0000	12.9880	38.4680
							1170.0000	12.9920	38.4700
							1180.0000	12.9920	38.4680
							1190.0000	12.9940	38.4690
							1200.0000	12.9930	38.4680
DYOME I	01310	C	1981-07-14	8.30800	43.04200	0	0.0000	21.9210	38.6180
							10.0000	19.7150	38.4680
							20.0000	17.0690	38.4190
							30.0000	14.6110	38.3670
							40.0000	13.7810	38.4120
							50.0000	13.5290	38.4520
							60.0000	13.3500	38.4680
							70.0000	13.3040	38.4910
							80.0000	13.2330	38.4900
							90.0000	13.1720	38.4890
							100.0000	13.1430	38.4890
							110.0000	13.1260	38.4950
							120.0000	13.1160	38.4950
							130.0000	13.1060	38.4960
							140.0000	13.1090	38.5030
							150.0000	13.0980	38.5010
							160.0000	13.0790	38.4980
							170.0000	13.0740	38.4970
							180.0000	13.0700	38.4990
							190.0000	13.0660	38.4990
							200.0000	13.0590	38.4970
							210.0000	13.0520	38.4980
							220.0000	13.0470	38.4940
							230.0000	13.0410	38.4940
							240.0000	13.0370	38.4940
							250.0000	13.0310	38.4950
							260.0000	13.0250	38.4910
							270.0000	13.0260	38.4910
							280.0000	13.0200	38.4910
							290.0000	13.0130	38.4890
							300.0000	13.0040	38.4870
							310.0000	12.9960	38.4870
							320.0000	12.9970	38.4860
							330.0000	12.9890	38.4840
							340.0000	12.9770	38.4810
							350.0000	12.9740	38.4800
							360.0000	12.9730	38.4800
							370.0000	12.9660	38.4790
							380.0000	12.9600	38.4770
							390.0000	12.9580	38.4760
							400.0000	12.9580	38.4760
							410.0000	12.9540	38.4760
							420.0000	12.9530	38.4740
							430.0000	12.9460	38.4740
							440.0000	12.9370	38.4710
							450.0000	12.9290	38.4680
							460.0000	12.9290	38.4700
							470.0000	12.9300	38.4690
							480.0000	12.9290	38.4680
							490.0000	12.9290	38.4680
							500.0000	12.9270	38.4700
							510.0000	12.9260	38.4690
							520.0000	12.9240	38.4690
							530.0000	12.9220	38.4680
							540.0000	12.9210	38.4680
							550.0000	12.9210	38.4670
							560.0000	12.9230	38.4670
							570.0000	12.9210	38.4670
							580.0000	12.9200	38.4670
							590.0000	12.9200	38.4660
							600.0000	12.9220	38.4670
							610.0000	12.9230	38.4670
							620.0000	12.9240	38.4680
							630.0000	12.9270	38.4680
							640.0000	12.9300	38.4690
							650.0000	12.9330	38.4690
							660.0000	12.9350	38.4690
							670.0000	12.9370	38.4700
							680.0000	12.9390	38.4700
							690.0000	12.9400	38.4710
							700.0000	12.9470	38.4730
							710.0000	12.9510	38.4740
							720.0000	12.9570	38.4760
							730.0000	12.9620	38.4770
							740.0000	12.9610	38.4760
							750.0000	12.9620	38.4770
							760.0000	12.9650	38.4760
							770.0000	12.9660	38.4780
							780.0000	12.9670	38.4770
							790.0000	12.9680	38.4770
							800.0000	12.9680	38.4770
							810.0000	12.9690	38.4770
							820.0000	12.9710	38.4770
							830.0000	12.9730	38.4780
							840.0000	12.9730	38.4770
							850.0000	12.9760	38.4780
							860.0000	12.9770	38.4780
							870.0000	12.9800	38.4800
							880.0000	12.9840	38.4800
							890.0000	12.9860	38.4800
							900.0000	12.9840	38.4790
							910.0000	12.9920	38.4820
							920.0000	12.9950	38.4830
							930.0000	12.9970	38.4820
							940.0000	12.9970	38.4820
							950.0000	12.9990	38.4810
							960.0000	13.0010	38.4820
							970.0000	13.0020	38.4830
							980.0000	13.0030	38.4830
							990.0000	13.0050	38.4830
							1000.0000	13.0060	38.4830
							1010.0000	13.0070	38.4820
							1020.0000	13.0060	38.4830
							1030.0000	13.0040	38.4800
							1040.0000	13.0030	38.4810
							1050.0000	13.0040	38.4800
							1060.0000	13.0020	38.4780
							1070.0000	13.0070	38.4820
							1080.0000	13.0110	38.4820
							1090.0000	13.0120	38.4810
							1100.0000	13.0120	38.4820
							1110.0000	13.0110	38.4790
							1120.0000	13.0110	38.4800
							1130.0000	13.0140	38.4800
							1140.0000	13.0160	38.4800
							1150.0000	13.0180	38.4810
							1160.0000	13.0200	38.4820
							1170.0000	13.0230	38.4820
							1180.0000	13.0240	38.4830
DYOME I	01320	C	1981-07-14	8.47500	43.15800	0	0.0000	21.9280	38.5530
							10.0000	21.1720	38.4840
							20.0000	16.2960	38.3820
							30.0000	13.9130	38.3170
							40.0000	13.1980	38.3390
							50.0000	13.0870	38.3870
							60.0000	13.0700	38.4050
							70.0000	13.0720	38.4280
							80.0000	13.0860	38.4490
							90.0000	13.1170	38.4720
							100.0000	13.1270	38.4810
							110.0000	13.1360	38.4920
							120.0000	13.1400	38.4930
							130.0000	13.1430	38.4980
							140.0000	13.1380	38.5010
							150.0000	13.1690	38.5120
							160.0000	13.1640	38.5120
							170.0000	13.1570	38.5130
							180.0000	13.1560	38.5130
							190.0000	13.1460	38.5130
							200.0000	13.1360	38.5110
							210.0000	13.1280	38.5110
							220.0000	13.1230	38.5100
							230.0000	13.1090	38.5070
							240.0000	13.0970	38.5040
							250.0000	13.0910	38.5040
							260.0000	13.0890	38.5040
							270.0000	13.0810	38.5030
							280.0000	13.0760	38.5020
							290.0000	13.0690	38.5010
							300.0000	13.0640	38.4990
							310.0000	13.0600	38.5000
							320.0000	13.0550	38.4980
							330.0000	13.0440	38.4950
							340.0000	13.0420	38.4940
							350.0000	13.0330	38.4930
							360.0000	13.0230	38.4880
							370.0000	13.0130	38.4870
							380.0000	13.0030	38.4850
							390.0000	12.9970	38.4830
							400.0000	12.9930	38.4820
							410.0000	12.9910	38.4810
							420.0000	12.9880	38.4800
							430.0000	12.9800	38.4780
							440.0000	12.9730	38.4780
							450.0000	12.9700	38.4750
							460.0000	12.9630	38.4740
							470.0000	12.9570	38.4720
							480.0000	12.9530	38.4700
							490.0000	12.9460	38.4720
							500.0000	12.9440	38.4700
							510.0000	12.9440	38.4690
							520.0000	12.9420	38.4690
							530.0000	12.9380	38.4670
							540.0000	12.9360	38.4670
							550.0000	12.9360	38.4680
							560.0000	12.9360	38.4670
							570.0000	12.9350	38.4670
							580.0000	12.9370	38.4670
							590.0000	12.9390	38.4660
							600.0000	12.9370	38.4650
							610.0000	12.9330	38.4640
							620.0000	12.9310	38.4640
							630.0000	12.9310	38.4650
							640.0000	12.9340	38.4660
							650.0000	12.9330	38.4650
							660.0000	12.9340	38.4650
							670.0000	12.9340	38.4650
							680.0000	12.9340	38.4660
							690.0000	12.9360	38.4660
							700.0000	12.9370	38.4670
							710.0000	12.9390	38.4680
							720.0000	12.9420	38.4680
							730.0000	12.9440	38.4690
							740.0000	12.9460	38.4680
							750.0000	12.9490	38.4700
							760.0000	12.9510	38.4690
							770.0000	12.9520	38.4700
							780.0000	12.9540	38.4710
							790.0000	12.9570	38.4720
							800.0000	12.9620	38.4710
							810.0000	12.9640	38.4740
							820.0000	12.9660	38.4740
							830.0000	12.9700	38.4740
							840.0000	12.9730	38.4750
							850.0000	12.9740	38.4750
							860.0000	12.9760	38.4740
							870.0000	12.9800	38.4760
							880.0000	12.9790	38.4750
							890.0000	12.9770	38.4750
							900.0000	12.9810	38.4760
							910.0000	12.9820	38.4770
							920.0000	12.9850	38.4760
							930.0000	12.9860	38.4770
							940.0000	12.9890	38.4760
							950.0000	12.9920	38.4780
							960.0000	12.9950	38.4780
							970.0000	12.9950	38.4780
							980.0000	12.9960	38.4780
							990.0000	12.9990	38.4770
							1000.0000	12.9980	38.4770
							1010.0000	13.0000	38.4780
							1020.0000	13.0020	38.4770
							1030.0000	13.0000	38.4770
							1040.0000	13.0010	38.4780
							1050.0000	13.0060	38.4780
							1060.0000	13.0060	38.4780
							1070.0000	13.0080	38.4780
							1080.0000	13.0090	38.4770
							1090.0000	13.0090	38.4780
							1100.0000	13.0110	38.4780
							1110.0000	13.0120	38.4790
							1120.0000	13.0140	38.4780
							1130.0000	13.0140	38.4780
							1140.0000	13.0140	38.4780
							1150.0000	13.0170	38.4780
							1160.0000	13.0180	38.4790
							1170.0000	13.0190	38.4790
							1180.0000	13.0210	38.4790
DYOME I	01330	C	1981-07-14	8.63300	43.27500	0	190.0000	13.0180	38.5100
							200.0000	13.0090	38.5080
							210.0000	13.0060	38.5080
							220.0000	13.0050	38.5080
							230.0000	13.0030	38.5070
							240.0000	13.0010	38.5080
							250.0000	12.9960	38.5060
							260.0000	12.9930	38.5060
							270.0000	12.9910	38.5060
							280.0000	12.9920	38.5050
							290.0000	12.9900	38.5050
							300.0000	12.9890	38.5040
							310.0000	12.9810	38.5040
							320.0000	12.9790	38.5020
							330.0000	12.9730	38.5010
							340.0000	12.9720	38.5000
							350.0000	12.9700	38.5010
							360.0000	12.9640	38.4990
							370.0000	12.9570	38.4980
							380.0000	12.9560	38.4980
							390.0000	12.9560	38.4980
							400.0000	12.9550	38.4980
							410.0000	12.9500	38.4970
							420.0000	12.9440	38.4950
							430.0000	12.9390	38.4920
							440.0000	12.9380	38.4920
							450.0000	12.9350	38.4900
							460.0000	12.9310	38.4890
							470.0000	12.9320	38.4900
							480.0000	12.9330	38.4900
							490.0000	12.9320	38.4900
							500.0000	12.9330	38.4890
							510.0000	12.9300	38.4890
							520.0000	12.9360	38.4920
							530.0000	12.9390	38.4910
							540.0000	12.9350	38.4900
							550.0000	12.9310	38.4890
							560.0000	12.9330	38.4900
							570.0000	12.9330	38.4890
							580.0000	12.9320	38.4890
							590.0000	12.9330	38.4900
							600.0000	12.9350	38.4900
							610.0000	12.9360	38.4900
							620.0000	12.9380	38.4900
							630.0000	12.9410	38.4900
							640.0000	12.9430	38.4900
							650.0000	12.9420	38.4900
							660.0000	12.9420	38.4900
							670.0000	12.9390	38.4900
							680.0000	12.9430	38.4900
							690.0000	12.9490	38.4910
							700.0000	12.9520	38.4920
							710.0000	12.9540	38.4920
							720.0000	12.9570	38.4940
							730.0000	12.9580	38.4940
							740.0000	12.9600	38.4940
							750.0000	12.9650	38.4950
							760.0000	12.9680	38.4960
							770.0000	12.9710	38.4970
							780.0000	12.9740	38.4970
							790.0000	12.9770	38.4980
							800.0000	12.9820	38.4990
							810.0000	12.9830	38.4990
							820.0000	12.9840	38.4980
							830.0000	12.9870	38.5000
							840.0000	12.9870	38.5000
							850.0000	12.9890	38.5010
							860.0000	12.9890	38.4990
							870.0000	12.9900	38.5000
							880.0000	12.9920	38.4990
							890.0000	12.9890	38.4980
							900.0000	12.9910	38.4990
							910.0000	12.9920	38.4980
							920.0000	12.9920	38.4990
							930.0000	12.9980	38.4990
							940.0000	13.0030	38.5010
							950.0000	13.0040	38.5020
							960.0000	13.0060	38.5010
							970.0000	13.0040	38.5010
							980.0000	13.0060	38.5010
							990.0000	13.0080	38.5010
							1000.0000	13.0100	38.5020
							1010.0000	13.0130	38.5020
							1020.0000	13.0140	38.5020
							1030.0000	13.0140	38.5010
							1040.0000	13.0150	38.5010
							1050.0000	13.0160	38.5010
							1060.0000	13.0170	38.5020
							1070.0000	13.0180	38.5020
							1080.0000	13.0200	38.5020
							1090.0000	13.0210	38.5020
							1100.0000	13.0220	38.5020
							1110.0000	13.0240	38.5020
							1120.0000	13.0260	38.5020
							1130.0000	13.0280	38.5030
							1140.0000	13.0280	38.5030
							1150.0000	13.0280	38.5030
DYOME I	01340	C	1981-07-14	8.79200	43.39200	0	0.0000	21.4150	38.5350
							10.0000	20.9900	38.4170
							20.0000	17.3750	38.3480
							30.0000	14.0740	38.3050
							40.0000	13.4030	38.3250
							50.0000	13.1380	38.3550
							60.0000	13.0790	38.3800
							70.0000	13.0560	38.3980
							80.0000	13.0700	38.4200
							90.0000	13.0800	38.4400
							100.0000	13.0850	38.4550
							110.0000	13.1080	38.4710
							120.0000	13.1210	38.4810
							130.0000	13.1240	38.4850
							140.0000	13.1270	38.4870
							150.0000	13.1380	38.4970
							160.0000	13.1360	38.4980
							170.0000	13.1290	38.4990
							180.0000	13.1150	38.4960
							190.0000	13.0840	38.4920
							200.0000	13.0760	38.4900
							210.0000	13.0690	38.4910
							220.0000	13.0800	38.4960
							230.0000	13.0770	38.4930
							240.0000	13.0550	38.4890
							250.0000	13.0460	38.4870
							260.0000	13.0370	38.4850
							270.0000	13.0280	38.4850
							280.0000	13.0250	38.4840
							290.0000	13.0230	38.4840
							300.0000	13.0210	38.4830
							310.0000	13.0190	38.4840
							320.0000	13.0110	38.4820
							330.0000	13.0050	38.4800
							340.0000	12.9970	38.4790
							350.0000	12.9850	38.4760
							360.0000	12.9850	38.4750
							370.0000	12.9830	38.4750
							380.0000	12.9740	38.4740
							390.0000	12.9660	38.4720
							400.0000	12.9610	38.4720
							410.0000	12.9570	38.4710
							420.0000	12.9520	38.4690
							430.0000	12.9450	38.4670
							440.0000	12.9420	38.4670
							450.0000	12.9380	38.4660
							460.0000	12.9350	38.4650
							480.0000	12.9300	38.4610
							490.0000	12.9270	38.4640
							500.0000	12.9280	38.4630
							510.0000	12.9280	38.4640
							520.0000	12.9310	38.4630
							530.0000	12.9290	38.4630
							540.0000	12.9280	38.4640
							550.0000	12.9290	38.4630
							560.0000	12.9290	38.4630
							570.0000	12.9290	38.4640
							580.0000	12.9300	38.4640
							590.0000	12.9310	38.4640
							600.0000	12.9330	38.4630
							610.0000	12.9330	38.4650
							620.0000	12.9340	38.4640
							630.0000	12.9340	38.4640
							640.0000	12.9360	38.4640
							650.0000	12.9370	38.4640
							660.0000	12.9380	38.4650
							670.0000	12.9410	38.4650
							680.0000	12.9420	38.4660
							690.0000	12.9440	38.4670
							700.0000	12.9460	38.4670
							710.0000	12.9480	38.4650
